objectid,filename,youtubeid,title,format,description,creator,recipient,date,date-is-approximate?,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,language,relation
MC16.260,SAHS.png,,W. G. Ponce Letters,image/jpeg,"These are Civil War letters written by W.G. Ponce on his experiences as a member of Company A in the Second Florida Regiment. He fought in the Battle of Cold Harbor, was wounded at the Battle of Gaines Mill, and was a native of St. Augustine. These letters are undated.",St Augustine Historical Research Library,,,yes,single-page; Manuscripts Collection,,"Saint Augustine, FL",29.905827,-81.3464328,,SAHS,SAHS,https://staughs.catalogaccess.com/archives/63127,MC16.260,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
MC16.261,SAHS.png,,Jacob E. Mickler Letters,image/jpeg,"These are Civil War letters written from various locations by Jacob E. Mickler to his wife. David Coles and Zack C. Walters used a number of these letters for their article, ""Indian Fighter, Confederate Soldier, Blockade Runner and Scout, the Life and Letters of Jacob E. Mickler"" in volome 34 of El Escribano: The St Augestine Journal History. Letters are annotated in some places.",St Augustine Historical Research Library,,,,single-page; Manuscripts Collection,,"Saint Augustine, FL",29.905827,-81.3464328,,SAHS,SAHS,https://staughs.catalogaccess.com/archives/63128,MC16.261,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
MC16.297,SAHS.png,,Pacetti Tax Records,image/jpeg,"This collection contains two tax records from the city of St. Augustine, both dated April 17, 1917. One is assessed to Joseph T. Pacetti and the other to Mary Cooper Pacetti. Both are for the amount of $7.00, received by Joseph T. Pacetti, city treasurer and collector.",St Augustine Historical Research Library,,,yes,single-page; Manuscripts Collection,,"Saint Augustine, FL",29.905827,-81.3464328,,SAHS,SAHS,https://staughs.catalogaccess.com/archives/63367,MC16.297,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
MC16.308,SAHS.png,,William J. Sanchez Affidavit,image/jpeg,"This is a notarized affidavit from William J. Sanchez, descended from Jesse Fish on his mother's side. Sanchez states that he (along with his father for a time) has owned Fish's Island (today known as Fish Island) since 1869. He sold the island in 1925 to A.L. Pamies. The document was signed and notarized by M.L. Stephen, a notary public in Florida, on March 6, 1925. The document was also filed and recorded in the public records of St. Johns County by Carl Markel, clerk of the circuit court, on September 12, 1984.",St Augustine Historical Research Library,,,yes,single-page; Manuscripts Collection,,"Saint Augustine, FL",29.905827,-81.3464328,,SAHS,SAHS,https://staughs.catalogaccess.com/archives/63379,MC16.308,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
MC36,SAHS.png,,Xavier Lopez Pellicer (1900-1990),image/jpeg,"The arrangement of this collection reflects the major interests and achievements in the life of X. L. Pellicer (1900-1990). The collection is comprised of 15 boxes of information, arranged into folders, and is presented through the folders within each box.",St Augustine Historical Research Library,,,yes,single-page; Manuscripts Collection,,"Saint Augustine, FL",29.905827,-81.3464328,,SAHS,SAHS,https://staughs.catalogaccess.com/archives/58101,MC36,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
MC16.37,SAHS.png,,Doris Coleman Wiles (1907-1962),image/jpeg,Doris C. Wiles manuscript collection includes notes on the construction and operation of the St. Augustine Lighthouse from 1586- 1960; development plans for the Society; newspaper clippings; miscellaneous notes and correspondence; subject folders on the Minorcans; the Turnbull settlement; Colonial St. Augustine; Florida history. The subject folders are arranged in chronological order.,St Augustine Historical Research Library,,,,single-page; Manuscripts Collection,,"Saint Augustine, FL",29.905827,-81.3464328,,SAHS,SAHS,https://staughs.catalogaccess.com/archives/60282,MC16.37,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
MC73,SAHS.png,,Eleanor Philips Barnes (1907 - 1995) Genealogy Research and Personal Papers,image/jpeg,"Genealogy research and personal papers. The collection is comprised of 4 boxes containing 110 folders and miscellaneous family memorabilia. Minorcan Americans--Florida--St. Augustine--Genealogy, St. Augustine (Fla.)--Genealogy, Minorcan Americans-- Florida--Biography Church records and registers--Florida",St Augustine Historical Research Library,,,yes,single-page; Manuscripts Collection,,"Saint Augustine, FL",29.905827,-81.3464328,,SAHS,SAHS,https://staughs.catalogaccess.com/archives/58224,MC73,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
"MC110, Box 3 Folder 44",SAHS.png,,Luis Rafael Arana,image/jpeg,"Folder 44: The Sabate Plantation: The History and Archaeology of a Minorcan Farmstead, 1990, M-Bond, Parker, & Smith.",St Augustine Historical Research Library,,,yes,single-page; Manuscripts Collection,,"Saint Augustine, FL",29.905827,-81.3464328,,SAHS,SAHS,https://staughs.catalogaccess.com/archives/58291,"MC110, Box 3 Folder 44",,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
MC37,SAHS.png,,The Clarissa Anderson Gibbs Collection (1895 - 1990),image/jpeg,"The collection primarily contains the papers and photographs Mrs. Gibbs collected related to her philanthropic work in St. Augustine, Chester, and with the American Academy in Rome. Includes information about the Minorcan Festival in Folder 5.",St Augustine Historical Research Library,,,yes,single-page; Manuscripts Collection,,"Saint Augustine, FL",29.905827,-81.3464328,,SAHS,SAHS,https://staughs.catalogaccess.com/archives/58102,MC37,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana041,mg101_b6_photographs_08.jpg,,Portrait of Frank B. Robinson [03],image/jpeg,Portrait of middle-aged Frank B. Robinson wearing a three piece suit with pocket watch and sitting in an ornate chair with animals carved into the handles.,St Augustine Historical Research Library,,,yes,single-page; photographs,,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Photographs'",mg101_b6_photographs_08,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana042,mg101_b7_f23_040.pdf,,Sales - Agents Application Blank,application/pdf,Fill out and sign enclosed 'Sales Agents Application Blank'. Notice to inform students about becoming sale agents for Psychiana and receiving a 33 1/3% commission.,,Students,1936,yes,multiple-page; application forms,Application; Commission; Teaching; Sales Agent; Spreading Psychiana,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_040,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana043,mg101_b7_f23_041.pdf,,Order Blank,application/pdf,"Order form blank for Psychiana written materials with retail, cost, and profit columns.",,Sales Agents,1936,yes,single-page; order forms,Order Blank; Prices; Psychiana Publications,"New York, NY",40.713569,-74.023587,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_041,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana044,mg101_b7_f23_042.pdf,,Daily Procedure For Every 'Psychiana' Student,application/pdf,Frank B. Robinson gives his students five procedures to do daily in addition to the exercises to do the lessons.,"Robinson, Frank B.",Students,1935,yes,single-page; instructions,Students Exercises; Psychiana Affirmations,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_042,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana045,mg101_b7_f23_043.pdf,,"Dr. Frank B. Robinson Speaking to Packed house in the TRINITY AUGITORIUM Los Angeles, California, January 27th 1935",application/pdf,A flyer announcing a Frank B. Robinson speaking engagement at Trinity Auditorium.,,,1935-01-27,,multiple-page; flyers,Successful; Material Abundance; Spiritual Abundance Reason; Law; Los Angeles,"Los Angeles, CA",34.054709,-118.261773,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_043,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana046,mg101_b7_f23_044.pdf,,The New Psychiana,application/pdf,Flyer announcing Frank B. Robinson's new Lessons.,,new members,1945,yes,multiple-page; flyers,Doomed; Atomic War; Hiroshima; Civilizations; World War,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_044,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana047,mg101_b6_photographs_03.jpg,,Several portrait photographs of a younger Frank B. Robinson,image/jpeg,"Three portrait photographs of a young Frank B. Robinson, two of which have been cut out, wearing the same suit but posing differently in each photograph. 'Age 16' written in pencil in white space.",,,1902,yes,single-page; photographs,Portraits; Young Frank B. Robinson,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Photographs'",mg101_b6_photographs_03,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana048,mg101_b6_robinson_friends_015.jpg,,Signed portrait of Tommy Burns at age 27 mailed to Frank B. Robinson,image/jpeg,"Signed portrait of world heavyweight boxing champion Tommy Burns at the age of 27, wearing his heavyweight belt with a personal note to Frank B. Robinson on back.",,,1942,yes,single-page; photographs,Tommy Burns; Celebrity Friends,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Robinson & Friends'",mg101_b6_robinson_friends_015,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana049,mg101_b7_f23_047.pdf,,A Sacred Trust,application/pdf,A single-page notice sent to members asking that they direct their thoughts to Hitler and to say 'YOU ARE OPPOSING THE SPIRIT OF GOD-YOU WILL LOSE.',"Tenney, C.W.",members,1933,yes,single-page; notices,Trust; Tenney; Duty; World War; Spirit of God; Psychiana Affirmations,,,,,University of Idaho Library Digital Initiatives - https://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_047,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana050,mg101_b7_f23_048.pdf,,A Special Offer to our Members ONLY!,application/pdf,A single-page advertisement and detachable order form at the bottom. Members offered a 28 1/2% discount for three of Frank B. Robinson�s books.,,members,1949,yes,single-page; advertisements,Offer; Members; Discount; Robinson's Books,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_048,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana051,mg101_b7_f26_002.pdf,,Psychiana What It Is,application/pdf,Flyer details the story of Psychiana and Robinson's life on the front. The back includes articles about Latah County farmers asking for loans and statements about how Psychiana has enriched the lives of students.,"Psychiana, Inc.",,1935,yes,multiple-page; flyers,Psychiana Origin; Robinson's Life; Latah County; Psychiana Growth; Success; Farmers,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana052,mg101_b7_f26_015.pdf,,I Want You to Find the Almighty Power of God and You Can Right Here on Earth,application/pdf,Flyer includes illustration of Robinson as iconic 'Uncle Sam' with electric bolts around title. Copy states Robinson wants 'you' to discover a Power that brings prosperity.,"Psychiana, Inc.",,1944,yes,single-page; flyers,God-Power; Electricity; Uncle Sam; Success,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_015,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana053,mg101_b7_f26_016.pdf,,Thank God for the Atom-Bomb,application/pdf,Flyer claims the atom bomb is the first scientific proof of a power that lives in people. Also claims this 'POWER POWER POWER' comes from talking to God.,"Psychiana, Inc.",,1946,yes,single-page; flyers,Atom Bomb; God-Power; Science and Science and Technology; Talking with God,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_016,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana054,mg101_b7_f26_044.pdf,,The Power of God Can Give To You New Life,application/pdf,Flyer claims Psychiana lessons will bring new life to students and can provide Allied forces with power to win World War II. Also states churches have never revealed this Power.,"Psychiana, Inc.",,1944,yes,single-page; flyers,God-Power; World War; Allied Forces,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_044,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana055,mg101_b7_f26_046.pdf,,"The Power of God, the Power of God, the Power of God",application/pdf,"Flyer proclaims the discovery of the Power of God, which is available to anyone at any time through Psychiana Lessons. Also criticizes orthodox doctrine that God was crucified.","Psychiana, Inc.",,1944,yes,single-page; flyers,Crucified God; Criticizing Orthodox Religion; God-Power,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_046,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana056,mg101_b7_f26_099.pdf,,Your Chance To Obtain the Full Original 'Psychiana' Teaching of Dr. Frank B. Robinson,application/pdf,Small card advertises Psychiana original 10 lesson course for only 4.98 and includes order form.,"Psychiana, Inc.",,1930/1950,yes,single-page; offers,Lessons; Costs,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_099,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana057,mg101_b7_f11_042.pdf,,Psychiana Spiritual Blitzkrieg button,application/pdf,"A button featuring an illustration of Hitler and a quote: 'Believing that right is superior to brute force, I am helping to bring Hitler's defeat by repeating hourly, the power of right (God) will bring your speedy downfall.'",,,1940,yes,single-page; buttons (information artifacts),"Hitler; Prayer; Moscow, Idaho; Blitzkrieg",,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 11",mg101_b7_f11_042,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana058,mg101_b7_f26_111.pdf,,Peace of Mind,application/pdf,Flyer includes an illustration of Jesus Christ and quotes the Bible. Discusses solving people's problems with God-Power and includes testimonials on the reverse page.,"Psychiana, Inc.",,1928/1950,,multiple-page; flyers,Jesus Christ; God-Power; Problems; Material Abundance,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_111,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
psychiana059,mg101_b7_f26_114.pdf,,I Talked With God,application/pdf,Clipping of an article in which Robinson discusses how he talks directly God and how God comes to us. Numbered advertisement 3543-46.,"Robinson, Frank B.",,1946,,single-page; clippings,Atom Bomb; God-Power; Talk with God,"Spokane, WA",47.65557,-117.419063,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_114,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
